travel_id,lodging_nm,lodging_payment_seq,lodging_type_cd,rsvt_yn,chk_in_dt_min,chk_out_dt_min,payment_num,brno,store_nm,road_nm_addr,lotno_addr,road_nm_cd,lotno_cd,payment_dt,payment_mthd_se,payment_amt_won,payment_etc
h_h004895,해비치 호텔&리조트 제주,0,1,Y,,,1,,,제주특별자치도 서귀포시 표선면 민속해안로 537,제주특별자치도 서귀포시 표선면 표선리 40-69,,,,4,1000000,
h_h004905,베스트웨스턴 제주호텔,1,1,Y,,,1,,베스트웨스턴 제주 호텔,제주특별자치도 제주시 도령로 27,제주특별자치도 제주시 노형동 1295-16,3349052,5011012200,2023-07-27 00:00:00,1,278057,숙박비
h_h004911,르메인호텔 서귀포,1,1,Y,,,2,,아고다,,,,,2023-08-24 00:00:00,1,60800,Lemain hotel Seogwipo
h_h004911,신신호텔 제주오션,1,1,Y,,,2,,아고다,,,,,2023-08-17 00:00:00,1,21462,Shinshinhotel Jeju Ocean
h_h004911,풀빌라소랑,0,4,Y,,,2,,,제주특별자치도 제주시 조천읍 곱은달남길 218,제주특별자치도 제주시 조천읍 대흘리 1089-12,,,,4,198000,
h_h004911,호텔케니모슬포,1,1,Y,,,2,,수영복 다이닝 파티 코스,,,,,2023-08-25 19:00:00,1,80000,스윔수트 파티다이닝&머뭄&해양레저
h_h004919,바당다레,1,8,Y,,,2,,에어비앤비,,,,,2023-08-08 16:56:00,1,75095,숙박비
h_h004919,오드리인호텔,1,1,Y,,,2,,아고다,,,,,2023-08-23 15:00:00,1,61091,오드리 인 제주 
h_h004919,호텔샬롬제주 주차장,0,1,Y,,,2,,,,제주특별자치도 제주시 이도이동 1174-1,,,,4,0,
h_h004919,호텔샬롬제주 주차장,1,1,Y,,,2,,(주)트립비토즈,서울 강남구 테헤란로 415,,3122010,1168010500,2023-08-08 00:00:00,1,70000,호텔샬롬 
h_h004920,에코랜드호텔,1,1,Y,,,2,,아고다,,,,,2023-08-29 00:00:00,1,154265,에코랜드 호텔 
h_h004920,제주부영호텔앤리조트,1,1,Y,,,2,,㈜티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-07-23 16:53:00,1,150000,특1급 서귀포 부영호텔앤리조트 
h_h004920,함덕비치스테이제주,1,2,Y,,,2,,아고다,,,,,2023-08-28 00:00:00,1,55031,hamdeok beach stay jeju
h_h004920,호텔52,1,1,Y,,,2,,NAVER FINANCIAL,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-08-05 00:02:00,1,57000,숙박비
h_h004947,제주팔레스호텔,0,1,Y,,,2,,,제주특별자치도 제주시 탑동로 9,제주특별자치도 제주시 삼도2동 1192-18,,,,4,130000,
h_h004962,에벤에셀호텔,1,1,Y,,,1,,아고다,,,,,,1,164463,숙박비
h_h004968,꿈펜션,1,3,Y,,,2,,꿈 펜션,제주특별자치도 제주시 한림읍 귀덕남5길 26-43,제주특별자치도 제주시 한림읍 귀덕리 2348-1,4847270,5011025021,2023-08-30 00:00:00,1,78000,숙박비
h_h004968,호텔윈스토리,1,1,Y,,,2,,아고다,,,,,2023-08-31 00:00:00,1,8579,호텔 원스토리 
h_h004970,플레이스캠프제주,1,1,Y,,,1,,아고다,,,,,2023-08-24 00:00:00,1,77392,플레이스 캠프 제주 
h_h004992,함덕비치스테이제주,1,1,Y,,,2,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-20 21:17:00,3,196000,함덕비치스테이제주
h_h004997,제주신화월드 서머셋,1,1,Y,,,9,,CNU투어,서울 중구 소월로 10,서울 중구 남대문로5가 120,3101018,1114011800,2023-07-06 16:17:00,1,732523,[서머셋] 제주신화월드 서머셋
h_h004997,한화리조트 제주,0,4,Y,,,9,,,제주특별자치도 제주시 명림로 575-107,제주특별자치도 제주시 회천동 3-16,,,,1,141000,
h_h004998,서귀포우체국수련원,0,4,Y,,,4,,,제주특별자치도 서귀포시 태평로439번길 25,제주특별자치도 서귀포시 정방동 529-3,,,,1,90000,
h_h005014,린든게스트하우스,0,7,Y,,,2,,,제주특별자치도 제주시 서광로 278,제주특별자치도 제주시 이도이동 1781-5,,,,1,12009,
h_h005014,센터포인트엔,0,1,Y,,,2,,,제주특별자치도 제주시 원노형3길 3,제주특별자치도 제주시 노형동 917-12,,,,1,161036,
h_h005017,종달아이니,0,3,Y,,,3,,,제주특별자치도 제주시 구좌읍 종달로5길 35,제주특별자치도 제주시 구좌읍 종달리 908-1,,,,1,183857,
h_h005020,김군524 게스트하우스,1,7,Y,,,1,,김군 524게스트하우스,제주특별자치도 제주시 구좌읍 월정중길 13,제주특별자치도 제주시 구좌읍 월정리 380-3,4848564,5011025626,,1,28000,숙박비
h_h005020,농땡이연구소,1,7,Y,,,1,,농땡이연구소,제주특별자치도 제주시 중앙로 49,제주특별자치도 제주시 일도일동 1368-1,3349184,5011010100,,1,10000,
h_h005020,농땡이연구소,2,7,Y,,,1,,농땡이 연구소,제주특별자치도 제주시 중앙로 49,제주특별자치도 제주시 일도일동 1368-1,3349184,5011010100,,1,10000,
h_h005028,뉴해안풍경펜션,1,3,Y,,,2,,에어비앤비,,,,,2023-08-22 12:19:00,1,66780,숙박비
h_h005028,집들이 꽃밭집,0,6,Y,,,2,,,제주특별자치도 제주시 한림읍 협재1길 39,제주특별자치도 제주시 한림읍 협재리 1679-1,,,,5,75000,
h_h005028,집들이 꽃밭집,1,6,Y,,,2,,집들이,제주특별자치도 제주시 한림읍 협재1길 39,,4849106,5011025031,2023-08-21 12:24:00,1,75000,숙박비 
h_h005028,호텔더블유 탑동점,1,2,Y,,,2,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-21 00:00:00,1,45000,제주탑동 HOTEL W
h_h005037,하이레지던스,1,1,Y,,,2,,하이레지던스 주식회사,제주특별자치도 제주시 은남1길 46,제주특별자치도 제주시 연동 272-22,4848590,5011013700,2023-08-25 17:11:00,3,65000,숙박비
h_h005037,호텔골든데이지 서귀포오션,1,1,Y,,,2,,아고다,,,,,2023-08-25 00:00:00,1,46556,HOTEL Goldendaisy Seogwipo ocean
h_h005044,바위섬펜션,1,3,Y,,,3,,바위섬펜션,제주특별자치도 제주시 용담로7길 24,제주특별자치도 제주시 용담이동 481-11,4849149,5011010900,2023-08-24 00:00:00,1,160000,숙박비 
h_h005044,바위섬펜션,2,3,Y,,,3,,바위섬펜션,제주특별자치도 제주시 용담로7길 24,제주특별자치도 제주시 용담이동 481-11,4849149,5011010900,2023-08-25 22:41:00,3,190000,
h_h005052,마레보리조트,0,4,Y,,,4,,,제주특별자치도 제주시 애월읍 신엄안3길 135,제주특별자치도 제주시 애월읍 고내리 41,,,,1,249040,
h_h005052,마레보리조트,1,4,Y,,,4,,마레보 리조트,제주특별자치도 제주시 애월읍 신엄안3길 135,제주특별자치도 제주시 애월읍 고내리 41,4848154,5011025333,2023-08-26 15:00:00,1,0,숙박비
h_h005058,라온호텔&리조트,0,1,Y,,,2,,,제주특별자치도 제주시 한림읍 금능남로 127,제주특별자치도 제주시 한림읍 협재리 2838,,,,1,110000,
h_h005060,Atnoon호텔,0,2,Y,,,2,,,제주특별자치도 제주시 은남1길 8,제주특별자치도 제주시 연동 292-30,,,,1,50000,
h_h005060,물뜰에쉼팡리조트,0,4,Y,,,2,,,제주특별자치도 제주시 한림읍 귀덕로 73,제주특별자치도 제주시 한림읍 귀덕리 721-1,,,,1,65200,
h_h005060,엠버퓨어힐 호텔&리조트,0,1,Y,,,2,,,제주특별자치도 제주시 1100로 2671-30,제주특별자치도 제주시 노형동 산 13,,,,1,378000,
h_h005061,민박집섶낭,0,8,Y,,,2,,,제주특별자치도 제주시 한림읍 협재2길 41,제주특별자치도 제주시 한림읍 협재리 2024,,,,5,150000,
h_h005061,베니키아호텔 제주,1,1,Y,,,2,,부킹닷컴,,,,,2023-08-01 00:00:00,1,48016,Benikea Hotel Jeju
h_h005061,제주디아일랜드블루호텔,1,1,Y,,,2,,트립비토즈,서울 강남구 테헤란로 415,,3122010,1168010500,2023-08-01 14:25:00,1,96300,디아일랜드블루호텔 
h_h005062,스테이블 게스트하우스,0,7,Y,,,3,,,제주특별자치도 서귀포시 안덕면 사계북로 109,제주특별자치도 서귀포시 안덕면 사계리 1586-1,,,,2,100000,
h_h005062,코델리아S호텔,0,1,Y,,,3,,,제주특별자치도 서귀포시 성산읍 일주동로 4186,제주특별자치도 서귀포시 성산읍 오조리 990-1,,,,1,45000,
h_h005063,브릭스스테이,1,2,Y,,,2,,브릭스스테이,제주특별자치도 제주시 삼무로 64,제주특별자치도 제주시 연동 292-1,3349083,5011013700,2023-08-28 22:02:00,1,58000,트리플룸-숙박비 
h_h005063,조브라더스 게스트하우스,1,7,Y,,,2,,조브라더스게스트하우스,제주특별자치도 제주시 한경면 두모11길 46,제주특별자치도 제주시 한경면 두모리 2617-1,4847623,5011031027,2023-08-31 16:13:00,3,99883,개인실 3인실(디너별도) 
h_h005066,숙소,0,11,Y,,,3,,,2324-1,,,,,1,321000,
h_h005082,로그맨하우스,0,3,Y,,,3,,,제주특별자치도 제주시 애월읍 소길남길 179,제주특별자치도 제주시 애월읍 소길리 975,,,,1,55000,
h_h005084,서월화,1,8,Y,,,1,,에어비앤비,,,,,2023-08-03 14:27:00,1,459807,숙박비
h_h005086,제주노블피아호텔,0,1,Y,,,3,,,제주특별자치도 서귀포시 명동로 46,제주특별자치도 서귀포시 서귀동 182,,,,1,136680,
h_h005110,베드라디오 도두봉,0,7,Y,,,1,,,제주특별자치도 제주시 서해안로 204,제주특별자치도 제주시 도두일동 1750,,,,1,110000,
h_h005110,어반스테이 제주연동,0,7,Y,,,1,,,제주특별자치도 제주시 연동6길 5,제주특별자치도 제주시 연동 263-19,,,,1,54000,
h_h005113,라마다제주시티호텔,1,1,Y,,,2,,아고다,,,,,2023-08-29 14:00:00,1,64241,라마다 제주 시티 호텔
h_h005113,성남어울림아파트,0,1,N,,,2,,,경기 성남시 중원구 둔촌대로171번길 6,,,,,4,0,
h_h005113,퍼스트70호텔,1,1,Y,,,2,,퍼스트70호텔,제주특별자치도 서귀포시 명동로 46,제주특별자치도 서귀포시 서귀동 182,3350080,5013010100,2023-08-28 15:00:00,1,57172,숙박비
h_h005124,WE호텔,0,1,Y,,,3,,,제주특별자치도 서귀포시 1100로 453-95,제주특별자치도 서귀포시 회수동 30,,,,1,406560,
h_h005136,세인트비치호텔,1,1,Y,,,3,,아고다,,,,,2023-08-09 00:00:00,1,219832,Saint Beach Hotel
h_h005149,에스호텔,1,1,Y,,,2,,(주)여기어때컴퍼니 ,서울 강남구 봉은사로 479,,3122004,1168010500,2023-08-13 21:54:00,1,114800,스탠다드 더블-숙박비
h_h005150,새마을금고중앙회 새마을금고제주연수원,0,4,Y,,,2,,,제주특별자치도 제주시 애월읍 평화로 2175,,,,,1,120000,
h_h005161,제주외갓집,0,8,Y,,,1,,,제주특별자치도 제주시 한경면 저지2길 23,제주특별자치도 제주시 한경면 저지리 1665-1,,,,2,346588,
h_h005163,미도호스텔,0,7,Y,,,1,,,제주특별자치도 서귀포시 동문동로 13-1,제주특별자치도 서귀포시 서귀동 258-2,,,,5,96000,
h_h005163,에이쉘인제주,0,3,Y,,,1,,,제주특별자치도 서귀포시 하예하동로21번길 14,제주특별자치도 서귀포시 하예동 1737-1,,,,1,421000,
h_h005163,에이쉘인제주,1,3,Y,,,1,,에어비앤비,,,,,2023-08-20 14:36:00,1,463580,숙박비
h_h005163,판포스테이,0,3,Y,,,1,,,판포리1801,,,,,1,140000,
h_h005163,판포스테이,1,3,Y,,,1,,에어비앤비,,,,,2023-08-20 17:20:00,1,161741,숙박비
h_h005177,봄봄게스트하우스,0,7,Y,,,2,,,제주특별자치도 제주시 애월읍 상귀장수물길 58-55,,,,,1,162000,
h_h005177,센터포인트엔,0,11,Y,,,2,,,제주특별자치도 제주시 원노형3길 3,제주특별자치도 제주시 노형동 917-12,,,,1,52000,
h_h005181,벤티모호텔앤레지던스,1,1,Y,,,2,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-28 15:24:00,1,119000,벤티모 호텔 앤 레지던스 제주-숙박비 
h_h005181,코너스톤호텔,1,1,Y,,,2,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-08 00:15:00,3,60000,서귀포 코너스톤 호텔 
h_h005184,라온호텔&리조트,0,1,Y,,,3,,,제주특별자치도 제주시 한림읍 금능남로 127,제주특별자치도 제주시 한림읍 협재리 2838,,,,1,63732,
h_h005184,스타즈호텔 제주로베로,0,1,Y,,,3,,,제주특별자치도 제주시 관덕로 26,제주특별자치도 제주시 삼도이동 57-2,,,,1,45135,
h_h005193,제주도 조용한게스트하우스 산방산점,1,7,Y,,,1,,제주도 조용한 게스트하우스,제주특별자치도 서귀포시 안덕면 덕수회관로87번길 34,제주특별자치도 서귀포시 안덕면 덕수리 2328-1,4850130,5013031026,2023-07-23 00:00:00,3,60000,여성 4인 도미토리-숙박비
h_h005198,서귀포KAL호텔,1,1,Y,,,2,,아고다,,,,,2023-08-20 00:00:00,1,317900,Seogwipo KAL Hotel
h_h005201,롯데호텔 제주,0,1,Y,,,2,,,제주특별자치도 서귀포시 중문관광로72번길 35,제주특별자치도 서귀포시 색달동 2812-4,,,,1,301030,
h_h005201,호텔난타,0,1,Y,,,2,,,제주특별자치도 제주시 선돌목동길 56-26,제주특별자치도 제주시 오등동 10-1,,,,1,96723,
h_h005201,호텔더본 제주,0,1,Y,,,2,,,제주특별자치도 서귀포시 색달로 18,제주특별자치도 서귀포시 색달동 2138,,,,1,162000,
h_h005208,스탠포드호텔앤리조트 제주,1,1,Y,,,2,,아고다,,,,,2023-08-19 00:00:00,1,308687,Stanford Hotel & Resort Jeju
h_h005208,제주인별,1,3,Y,,,2,,인별,제주특별자치도 제주시 구좌읍 행원로1길 25,제주특별자치도 제주시 구좌읍 행원리 1537-7,4849094,5011025627,2023-08-26 00:00:00,1,260000,SAND-숙박비
h_h005212,브라운캐빈,1,3,Y,,,4,,브라운캐빈,제주특별자치도 제주시 애월읍 소길남길 190-40,제주특별자치도 제주시 애월읍 상가리 54-2,4848026,5011025331,2023-08-28 15:00:00,1,330000,숙박비
h_h005217,용산제주유스호스텔,1,3,Y,,,3,,용산 제주유스호스텔,제주특별자치도 서귀포시 이어도로 297,제주특별자치도 서귀포시 하원동 1697,3350237,5013011800,2023-06-12 14:51:00,1,198000,숙박비
h_h005221,루프탑정원,0,7,Y,,,1,,,태위로912번길 37,,,,,1,55000,
h_h005221,에코랜드호텔,0,1,Y,,,1,,,제주특별자치도 제주시 조천읍 남조로 1982,제주특별자치도 제주시 조천읍 교래리 385-1,,,,4,224000,
h_h005221,집,0,3,N,,,1,,,서울 영등포구 버드나루로17길 2,,,,,4,0,
h_h005226,제주신화월드 신화관,1,4,Y,,,1,,람정제주개발(주),제주특별자치도 서귀포시 안덕면 녹차분재로 217,,3349232,5013031027,2023-08-26 13:37:00,1,204600,숙박비
h_h005233,길리리조트,1,3,Y,,,2,,길리리조트,제주특별자치도 제주시 한림읍 명재로 100-47,,3349068,5011025031,2023-08-24 00:00:00,3,0,숙박비
h_h005233,제주신라호텔,1,1,Y,,,2,,제주 신라 호텔,제주특별자치도 서귀포시 중문관광로72번길 75,제주특별자치도 서귀포시 색달동 3039-3,4850763,5013011900,2023-07-05 00:00:00,1,1006400,숙박비
h_h005233,제주신라호텔 수영장,0,1,N,,,2,,,제주특별자치도 서귀포시 중문관광로72번길 75,제주특별자치도 서귀포시 색달동 3039-3,,,,4,0,
h_h005234,스타즈호텔 제주로베로,1,1,Y,,,2,,아고다,,,,,2023-08-04 00:00:00,1,39965,스타즈 호텔 제주 로베로 
h_h005238,스위트호텔 제주점,1,1,Y,,,3,,아고다페이먼츠코리아,서울 마포구 마포대로 217,서울 마포구 아현동 686,2113001,1144010100,2023-09-01 16:23:00,1,145221,숙박비
h_h005238,팜파스호텔 제주,1,1,Y,,,3,,나이스페이먼츠 주식회사 ,서울 마포구 마포대로 217,서울 마포구 아현동 686,2113001,1144010100,2023-09-01 16:31:00,1,32521,숙박비
h_h005245,라인호텔,0,1,Y,,,2,,,제주특별자치도 제주시 동광로 40,제주특별자치도 제주시 이도이동 1169-8,,,,4,47000,
h_h005245,이큐스테이,0,1,Y,,,2,,,제주특별자치도 제주시 한림읍 금능남1길 6-1,제주특별자치도 제주시 한림읍 금능리 1258,,,,4,53000,
h_h005252,롬하우스,1,3,Y,,,2,,에어비앤비,,,,,2023-08-08 00:00:00,1,72783,숙박비 
h_h005252,신창그리고제주,1,11,Y,,,2,,신창그리고제주,제주특별자치도 제주시 한경면 성굴로1길 10-1,제주특별자치도 제주시 한경면 신창리 1064-1,4847989,5011031028,2023-07-05 15:13:00,1,170000,숙박비
h_h005252,제주스테이호텔,1,2,Y,,,2,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-07-19 15:43:00,1,29125,스탠다드 더블 
h_h005253,제주세관 오름관,0,4,Y,,,3,,,제주특별자치도 제주시 도두항서5길 9,제주특별자치도 제주시 도두일동 2617-9,,,,3,150000,
h_h005264,센터포인트엔,0,7,Y,,,2,,,제주특별자치도 제주시 원노형3길 3,제주특별자치도 제주시 노형동 917-12,,,,1,129248,
h_h005267,봉스테이,1,7,Y,,,2,,에어비앤비,,,,,2023-08-21 23:40:00,1,64697,숙박비
h_h005271,신신호텔 천지연점,0,1,Y,,,2,,,제주특별자치도 서귀포시 서문로 42-1,제주특별자치도 서귀포시 서귀동 325-1,,,,1,38280,
h_h005271,이채호텔,0,2,Y,,,2,,,제주특별자치도 제주시 은남1길 3,제주특별자치도 제주시 연동 292-39,,,,1,45000,
h_h005271,제주로얄호텔,0,2,Y,,,2,,,제주특별자치도 제주시 신대로12길 45,제주특별자치도 제주시 연동 272-34,,,,1,30000,
h_h005271,제주하루,0,2,Y,,,2,,,제주특별자치도 제주시 연삼로 26,제주특별자치도 제주시 연동 290-33,,,,1,36000,
h_h005271,호텔MCC,0,2,Y,,,2,,,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 29,제주특별자치도 서귀포시 성산읍 고성리 444-7,,,,1,39000,
h_h005274,더베스트제주성산,1,1,N,,,2,,㈜여기어때컴퍼니,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2023-08-30 14:05:00,1,51840,숙박비
h_h005274,세인트비치호텔,1,1,Y,,,2,,트립닷컴,,,,,2023-08-28 00:00:00,1,37400,세인트 비치 호텔
h_h005274,오롯한집,0,8,Y,,,2,,,제주특별자치도 제주시 구좌읍 동백로 476-81,제주특별자치도 제주시 구좌읍 덕천리 851-15,,,,5,100000,
h_h005280,호텔아루미 주차장,0,1,Y,,,2,,,,제주특별자치도 서귀포시 색달동 2284-1,,,,5,65000,
h_h005297,본가,0,10,N,,,3,,,서정마을4단지,,,,,4,0,
h_h005297,호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,0,1,Y,,,3,,,제주특별자치도 제주시 서부두2길 26,제주특별자치도 제주시 건입동 1443-2,,,,5,120000,
h_h005297,후스토리게스트하우스,0,7,Y,,,3,,,제주특별자치도 서귀포시 색달중앙로 15-1,제주특별자치도 서귀포시 색달동 2534-7,,,,5,25000,
h_h005298,마로호스텔,1,7,Y,,,2,,마로호스텔,제주특별자치도 제주시 동광로21길 5,제주특별자치도 제주시 일도이동 356,4847568,5011010200,2023-08-25 20:00:00,3,35000,숙박비
h_h005298,제주부영호텔앤리조트,1,1,Y,,,2,,제주부영호텔앤리조트,제주특별자치도 서귀포시 중문관광로 222,제주특별자치도 서귀포시 중문동 2700-2,3350251,5013011200,2023-08-27 18:47:00,1,200000,숙박비
h_h005298,히든스테이,1,7,Y,,,2,,히든스테이,제주특별자치도 서귀포시 성산읍 성산중앙로40번길 12,제주특별자치도 서귀포시 성산읍 성산리 183-1,4850453,5013025921,2023-08-26 00:00:00,1,74900,2인실-숙박비
h_h005308,WE호텔,1,1,Y,,,1,,나이스페이먼츠 주식회사,서울 마포구 마포대로 217,서울 마포구 아현동 686,2113001,1144010100,2023-08-04 14:32:00,1,242066,아고다 숙박비
h_h005308,호텔브릿지 서귀포,1,1,Y,,,1,,아고다_NICE_AGODA,서울 마포구 마포대로 217,서울 마포구 아현동 686,2113001,1144010100,2023-08-04 15:17:00,1,160497,
h_h005309,신라스테이 제주,1,1,Y,,,2,,주식회사 씨트립코리아,서울 종로구 종로3길 17,,4100333,1111012200,2023-08-10 16:27:00,3,125579,신라스테이 제주
h_h005309,호텔화인 제주,1,1,Y,,,2,,주식회사 씨트립코리아,서울 종로구 종로3길 17,,4100333,1111012200,2023-08-09 21:26:00,3,113904,호텔화인제주
h_h005311,마니주펜션,0,3,Y,,,2,,,제주특별자치도 제주시 서해안로 248,제주특별자치도 제주시 도두일동 1688-9,,,,1,77405,
h_h005311,참피온호텔,0,1,Y,,,2,,,제주특별자치도 제주시 남성로 131,제주특별자치도 제주시 삼도일동 751-8,,,,1,27087,
h_h005311,함덕산티아고게스트하우스,0,7,Y,,,2,,,제주특별자치도 제주시 조천읍 신촌9길 47-2,제주특별자치도 제주시 조천읍 신촌리 2043,,,,1,46000,
h_h005312,<행복동> 독채숙소,1,8,Y,,,3,,에어비앤비,,,,,2023-08-10 00:00:00,1,606009,숙박비
h_h005321,더스테이센추리호텔,1,1,Y,,,1,,나이스페이먼츠(주),서울 마포구 마포대로 217,서울 마포구 아현동 686,2113001,1144010100,2023-08-26 02:56:00,1,61341,
h_h005321,오션그랜드,1,1,Y,,,1,,나이스페이먼츠(주),서울 마포구 마포대로 217,서울 마포구 아현동 686,2113001,1144010100,2023-08-25 13:11:00,1,87667,
h_h005321,함덕해수욕장,0,1,N,,,1,,,제주특별자치도 제주시 조천읍 조함해안로 525,제주특별자치도 제주시 조천읍 함덕리 1004-10,,,,4,0,
h_h005342,다랑들락,1,7,Y,,,5,,다랑들락,제주특별자치도 제주시 구좌읍 종달로3길 33-17,제주특별자치도 제주시 구좌읍 종달리 986,4848741,5011025632,2023-08-29 00:00:00,1,70000,초승다랑(1인실) 
h_h005342,홀리호랑,0,11,Y,,,5,,,제주특별자치도 제주시 한림읍 한림로 393-2,제주특별자치도 제주시 한림읍 협재리 1638,,,,5,1100000,
h_h005345,베니키아호텔 제주,1,1,Y,,,2,,아고다,,,,,2023-08-09 00:00:00,1,41276,Benikea Hotel JEJU
h_h005345,비스타케이호텔 월드컵,1,1,Y,,,2,,아고다,,,,,2023-08-09 00:00:00,1,32391,비스타케이 호텔 월드컵
h_h005365,의식주,0,3,Y,,,2,,,제주특별자치도 제주시 구좌읍 한동로3길 18,제주특별자치도 제주시 구좌읍 한동리 907-4,,,,1,220000,
h_h005365,종달리수국길,0,3,Y,,,2,,,제주특별자치도 제주시 구좌읍 해맞이해안로 2028,제주특별자치도 제주시 구좌읍 종달리 1419-4,,,,1,92423,
h_h005365,플루메리아펜션,0,3,Y,,,2,,,제주특별자치도 제주시 애월읍 애월해안로 476,제주특별자치도 제주시 애월읍 신엄리 2801,,,,1,80870,
h_h005366,제주팔레스호텔,1,1,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-22 10:02:00,3,60000,제주 팔레스 호텔 
h_h005366,클로버비앤비,1,7,Y,,,2,,클로버비앤비,제주특별자치도 서귀포시 성산읍 시흥상동로 109,제주특별자치도 서귀포시 성산읍 시흥리 1082,3350175,5013025923,2023-08-21 12:26:00,3,130000,숙박비
h_h005366,호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,1,1,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-22 00:15:00,3,107000,호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션
h_h005369,그랜드밀리언스호텔 서귀포,0,1,Y,,,2,,,제주특별자치도 서귀포시 서호중앙로 84,제주특별자치도 서귀포시 서호동 1522-1,,,,1,30000,
h_h005369,스테이블 게스트하우스,0,7,Y,,,2,,,제주특별자치도 서귀포시 안덕면 사계북로 109,제주특별자치도 서귀포시 안덕면 사계리 1586-1,,,,1,70000,
h_h005369,코델리아S호텔,0,1,Y,,,2,,,제주특별자치도 서귀포시 성산읍 일주동로 4186,제주특별자치도 서귀포시 성산읍 오조리 990-1,,,,1,34000,
h_h005375,몽듀호텔,1,1,Y,,,1,,몽듀호텔,제주특별자치도 제주시 서해안로 382,제주특별자치도 제주시 용담삼동 2572,3349093,5011011000,2023-08-16 21:03:00,1,0,감성 오션뷰-숙박비
h_h005377,저스트인2,1,11,Y,,,2,,아고다,,,,,2023-07-26 13:06:00,1,200000,성산의 프라이빗 하우스-숙박비
h_h005390,제주신화월드 랜딩관,1,4,Y,,,2,,프리비아,서울 중구 남대문로 78,,3101001,1114012600,2023-08-30 20:48:00,1,20370,랜딩관 제주신화월드 호텔앤리조트
h_h005428,롯데시티호텔 제주,0,1,Y,,,2,,,제주특별자치도 제주시 도령로 83,제주특별자치도 제주시 연동 2324-6,,,,1,20800,
h_h005428,호텔징크,0,1,Y,,,2,,,제주특별자치도 서귀포시 중정로 11,제주특별자치도 서귀포시 서귀동 318-17,,,,1,72250,
h_h005433,뉴오션리조트,0,4,Y,,,4,,,제주특별자치도 제주시 애월읍 고내로13길 59,제주특별자치도 제주시 애월읍 고내리 300-1,,,,1,59500,
h_h005433,제주디아일랜드블루호텔,1,1,Y,,,4,,디아일랜드블루호텔,제주특별자치도 서귀포시 태평로431번길 3,제주특별자치도 서귀포시 서귀동 544-2,4850957,5013010100,2023-09-06 00:00:00,1,0,숙박비 
h_h005434,까사로마호텔,0,1,Y,,,4,,,제주특별자치도 서귀포시 태평로 347,제주특별자치도 서귀포시 서귀동 314-2,,,,1,285882,
h_h005434,하영하영펜션,0,3,Y,,,4,,,제주특별자치도 제주시 구좌읍 월정중길 30,제주특별자치도 제주시 구좌읍 월정리 689,,,,1,90000,
h_h005435,더그랜드섬오름,1,1,Y,,,2,,더그랜드섬오름2,제주특별자치도 서귀포시 막숙포로 118,제주특별자치도 서귀포시 법환동 1498,3350078,5013010200,2023-08-29 16:04:00,1,286000,숙박비
h_h005441,까사로마호텔,0,1,Y,,,5,,,제주특별자치도 서귀포시 태평로 347,제주특별자치도 서귀포시 서귀동 314-2,,,,1,191999,
h_h005441,스타즈호텔 제주로베로,0,1,Y,,,5,,,제주특별자치도 제주시 관덕로 26,제주특별자치도 제주시 삼도이동 57-2,,,,1,96391,
h_h005441,아름다운리조트,0,4,Y,,,5,,,제주특별자치도 서귀포시 성산읍 해맞이해안로 2644,제주특별자치도 서귀포시 성산읍 시흥리 5,,,,1,109200,
h_h005448,안녕김녕씨,0,7,Y,,,2,,,제주특별자치도 제주시 구좌읍 구좌해안로 178,제주특별자치도 제주시 구좌읍 김녕리 6107-1,,,,5,310000,
h_h005448,취다선리조트,1,4,Y,,,2,,취다선 리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,제주특별자치도 서귀포시 성산읍 오조리 398-10,3349242,5013025922,2023-08-29 09:10:00,3,208000,2인실 더블룸-숙박비
h_h005455,BK호텔제주,0,1,Y,,,2,,,제주특별자치도 서귀포시 칠십리로91번길 12,제주특별자치도 서귀포시 서귀동 777-1,,,,3,144488,
h_h005459,뜨레비호텔,0,1,Y,,,2,,,제주특별자치도 제주시 연동7길 8,제주특별자치도 제주시 연동 272-50,,,,4,63636,
